,Pass Yards Allowed,Point After,Sack,Pass TD,Points_y,Fumble Returns,Receiving Yards,Fumbles Lost,Total Yards,Rush Yards Allowed,Away Games_y,Pass Completions,Rush Yards,Pass Yards,Pass Attempts,Safety,Week,Year,Receiving 2PT,Touchdowns,Rush TD,Receptions,Pass 2PT,Rush 2PT,Receiving TD,Blocks,Interception,Points_x,Fumble TD,Pass Interceptions,Rush Attempts,Away Games_x
311,194.0,7,3.0,3,18.0,2,0,0,283,89,,25,3,355,37,0,10,2017,0,0,0,0,0,0,0,0,2,32.0,0,0,4,
312,194.0,7,3.0,1,18.0,2,0,2,283,89,,18,0,221,36,0,10,2017,0,0,0,0,0,0,0,0,2,8.0,0,2,2,
313,297.0,41,1.0,3,1.0,0,0,0,396,99,,25,0,266,34,0,10,2017,0,0,0,0,0,0,0,0,0,28.0,0,0,1,
314,297.0,41,1.0,1,1.0,0,0,0,396,99,,18,-1,221,33,0,10,2017,0,0,0,0,0,0,0,0,0,12.0,0,1,1,
315,297.0,41,1.0,0,1.0,0,0,0,396,99,,3,0,37,3,0,10,2017,0,0,0,0,0,0,0,0,0,1.0,0,0,0,
316,260.0,21,3.0,2,6.0,1,0,0,374,114,,19,15,288,25,0,10,2017,0,0,1,0,0,0,0,0,0,28.0,0,1,5,
317,260.0,21,3.0,2,6.0,1,0,1,374,114,,28,0,273,37,0,10,2017,0,0,0,0,0,0,0,0,0,21.0,0,0,0,
318,212.0,24,4.0,3,15.0,1,0,0,413,201,,17,17,249,26,0,10,2017,0,1,0,0,0,0,0,0,1,26.0,0,1,4,
319,212.0,24,4.0,1,15.0,1,0,0,413,201,,21,57,232,37,0,10,2017,0,1,1,0,0,0,0,0,1,24.0,0,1,7,
320,212.0,24,4.0,0,15.0,1,0,0,413,201,,1,0,5,3,0,10,2017,0,1,0,0,0,0,0,0,1,0.0,0,0,0,
321,212.0,22,5.0,2,6.0,0,0,0,287,75,,22,19,238,32,0,10,2017,0,0,0,0,0,0,0,0,0,22.0,0,0,5,
322,212.0,22,5.0,1,6.0,0,0,0,287,75,,24,1,273,47,0,10,2017,0,0,0,0,0,0,0,0,0,16.0,0,0,1,
323,228.0,20,1.0,2,9.0,0,0,0,316,88,,19,5,236,31,0,10,2017,0,0,0,0,1,0,0,1,1,21.0,0,1,2,
324,228.0,20,1.0,2,9.0,0,0,0,316,88,,14,7,222,24,0,10,2017,0,0,0,0,0,0,0,1,1,18.0,0,1,4,
325,255.0,20,1.0,2,9.0,2,0,2,308,53,,20,0,265,35,0,10,2017,0,0,0,0,0,0,0,0,0,20.0,0,0,1,
326,255.0,20,1.0,1,9.0,2,0,0,308,53,,25,51,264,44,0,10,2017,0,0,0,0,0,0,0,0,0,19.0,0,1,6,
327,235.0,17,0.0,2,8.0,1,0,0,322,87,,21,-1,235,37,0,10,2017,0,0,0,0,0,0,0,0,1,19.0,0,1,2,
328,235.0,17,0.0,1,8.0,1,0,0,322,87,,28,34,273,51,0,10,2017,0,0,0,0,1,0,0,0,1,17.0,0,2,5,
329,126.0,7,8.0,2,19.0,2,0,0,233,107,,22,0,215,29,0,10,2017,0,0,0,0,0,0,0,0,0,18.0,0,1,0,
330,126.0,7,8.0,0,19.0,2,0,2,233,107,,20,42,176,30,0,10,2017,0,0,1,0,0,0,0,0,0,15.0,0,0,6,
331,182.0,23,3.0,1,4.0,0,0,0,342,160,,21,0,297,35,0,10,2017,0,0,0,0,0,0,0,0,0,17.0,0,0,0,
332,182.0,23,3.0,1,4.0,0,0,0,342,160,,18,16,212,25,0,10,2017,0,0,0,0,0,0,0,0,0,15.0,0,0,2,
333,219.0,10,6.0,1,17.0,1,0,0,275,56,,23,0,262,39,0,10,2017,0,0,0,0,0,0,0,0,1,14.0,0,1,0,
334,219.0,10,6.0,1,17.0,1,0,0,275,56,,17,9,187,34,0,10,2017,0,0,0,0,0,0,0,0,1,11.0,0,1,3,
335,184.0,47,0.0,0,2.0,1,0,0,482,298,,18,6,184,25,0,10,2017,0,0,1,0,0,0,0,0,0,13.0,0,0,2,
336,184.0,47,0.0,1,2.0,1,0,0,482,298,,7,0,79,10,0,10,2017,0,0,0,0,0,0,0,0,0,9.0,0,0,0,
337,184.0,47,0.0,0,2.0,1,0,0,482,298,,9,27,56,18,0,10,2017,0,0,0,0,0,0,0,0,0,2.0,0,1,3,
338,184.0,47,0.0,0,2.0,1,0,0,482,298,,0,-2,0,0,0,10,2017,0,0,0,0,0,0,0,0,0,0.0,0,0,3,
339,264.0,17,5.0,4,19.0,0,0,0,316,52,,30,10,299,45,0,11,2017,0,0,0,0,0,0,0,1,4,36.0,0,0,1,
340,190.0,34,1.0,4,3.0,1,0,0,279,89,,30,10,299,45,0,11,2017,0,0,0,0,0,0,0,0,0,36.0,0,0,1,
341,264.0,17,5.0,2,19.0,0,0,1,316,52,,26,86,258,42,0,11,2017,0,0,1,0,1,0,0,1,4,35.0,0,1,7,
342,190.0,34,1.0,2,3.0,1,0,1,279,89,,26,86,258,42,0,11,2017,0,0,1,0,1,0,0,0,0,35.0,0,1,7,
343,264.0,17,5.0,2,19.0,0,0,0,316,52,,19,12,195,27,0,11,2017,0,0,0,0,0,0,0,1,4,20.0,0,0,3,
344,190.0,34,1.0,2,3.0,1,0,0,279,89,,19,12,195,27,0,11,2017,0,0,0,0,0,0,0,0,0,20.0,0,0,3,
345,264.0,17,5.0,1,19.0,0,0,0,316,52,,22,5,306,33,0,11,2017,0,0,1,0,0,0,0,1,4,16.0,0,4,5,
346,190.0,34,1.0,1,3.0,1,0,0,279,89,,22,5,306,33,0,11,2017,0,0,1,0,0,0,0,0,0,16.0,0,4,5,
347,264.0,17,5.0,0,19.0,0,0,0,316,52,,0,-3,0,0,0,11,2017,0,0,0,0,0,0,0,1,4,0.0,0,0,3,
348,190.0,34,1.0,0,3.0,1,0,0,279,89,,0,-3,0,0,0,11,2017,0,0,0,0,0,0,0,0,0,0.0,0,0,3,
349,300.0,31,2.0,3,2.0,0,0,0,456,156,,22,11,322,32,0,11,2017,0,0,0,0,0,0,0,0,0,31.0,0,0,3,
350,300.0,31,2.0,2,2.0,0,0,0,456,156,,29,2,385,41,0,11,2017,0,0,0,0,0,0,0,0,0,25.0,0,1,1,
351,332.0,33,1.0,3,1.0,0,0,0,421,89,,30,0,340,37,0,11,2017,0,0,0,0,0,0,0,0,0,31.0,0,0,0,
352,332.0,33,1.0,1,1.0,0,0,0,421,89,,28,0,237,49,0,11,2017,0,0,0,0,1,0,0,0,0,15.0,0,1,0,
353,244.0,21,2.0,3,7.0,0,0,0,292,48,,22,13,257,34,0,11,2017,0,0,0,0,0,0,0,0,2,25.0,0,2,3,
354,244.0,21,2.0,2,7.0,0,0,1,292,48,,22,3,230,32,0,11,2017,0,0,0,0,0,0,0,0,2,18.0,0,1,1,
355,141.0,20,2.0,3,8.0,0,0,0,190,49,,15,4,154,25,0,11,2017,0,0,0,0,0,0,0,1,0,24.0,0,0,3,
356,141.0,20,2.0,1,8.0,0,0,0,190,49,,23,24,254,42,0,11,2017,0,0,0,0,0,0,0,1,0,16.0,0,1,4,
357,168.0,37,0.0,2,0.0,0,0,0,383,215,,14,13,168,27,0,11,2017,0,0,0,0,2,0,0,0,0,23.0,0,0,6,
358,168.0,37,0.0,0,0.0,0,0,0,383,215,,0,0,0,1,0,11,2017,0,0,0,0,0,0,0,0,0,0.0,0,0,0,
359,168.0,37,0.0,0,0.0,0,0,1,383,215,,18,10,145,31,0,11,2017,0,0,0,0,0,0,0,0,0,-1.0,0,3,2,
360,268.0,30,1.0,2,1.0,0,0,0,321,53,,22,9,275,37,0,11,2017,0,0,0,0,0,0,0,0,0,23.0,0,0,3,
361,268.0,30,1.0,1,1.0,0,0,0,321,53,,17,0,282,28,0,11,2017,0,0,0,0,0,0,0,0,0,17.0,0,0,1,
362,268.0,30,1.0,1,1.0,0,0,0,321,53,,6,1,83,12,0,11,2017,0,0,0,0,0,0,0,0,0,3.0,0,3,1,
363,287.0,27,3.0,2,6.0,1,0,1,352,65,,21,3,299,31,0,11,2017,0,0,0,0,0,0,0,0,0,22.0,0,0,3,
364,287.0,27,3.0,1,6.0,1,0,1,352,65,,18,53,179,30,0,11,2017,0,0,0,0,0,0,0,0,0,17.0,0,0,6,
365,220.0,24,1.0,2,26.0,1,0,0,393,173,,20,0,251,32,0,11,2017,0,2,0,0,0,0,0,0,5,22.0,0,0,0,
366,220.0,24,1.0,1,26.0,1,0,1,393,173,,15,38,158,25,0,11,2017,0,2,1,0,0,0,0,0,5,20.0,0,0,4,
367,220.0,24,1.0,0,26.0,1,0,0,393,173,,5,-3,33,5,0,11,2017,0,2,0,0,0,0,0,0,5,1.0,0,0,3,
368,220.0,24,1.0,0,26.0,1,0,0,393,173,,6,4,66,14,0,11,2017,0,2,0,0,0,0,0,0,5,-8.0,0,5,2,
369,209.0,7,2.0,1,11.0,1,0,0,254,45,,27,20,280,38,0,11,2017,0,0,0,0,0,0,0,0,0,19.0,0,0,3,
370,209.0,7,2.0,0,11.0,1,0,0,254,45,,23,8,225,37,0,11,2017,0,0,0,0,0,0,0,0,0,9.0,0,0,2,
371,161.0,23,3.0,1,6.0,0,0,0,219,58,,22,-1,183,28,0,11,2017,0,0,0,0,0,0,0,0,1,11.0,0,1,2,
372,161.0,23,3.0,0,6.0,0,0,1,219,58,,21,19,239,36,0,11,2017,0,0,0,0,0,0,0,0,1,3.0,0,3,3,
373,145.0,19,2.0,1,8.0,1,0,1,284,139,,17,4,154,30,0,11,2017,0,0,0,0,0,0,0,0,0,11.0,0,0,4,
374,145.0,19,2.0,1,8.0,1,0,2,284,139,,16,22,179,32,0,11,2017,0,0,0,0,0,0,0,0,0,9.0,0,2,5,
375,229.0,9,1.0,0,14.0,0,0,0,363,134,,19,5,205,35,0,11,2017,0,0,0,0,0,0,0,0,3,8.0,0,0,2,
376,229.0,9,1.0,0,14.0,0,0,0,363,134,,27,27,230,40,0,11,2017,0,0,0,0,0,0,0,0,3,7.0,0,2,5,
377,196.0,13,3.0,4,12.0,0,0,0,280,84,,33,25,351,45,0,12,2017,0,0,0,0,1,0,0,0,1,38.0,0,2,3,
378,227.0,28,4.0,4,4.0,0,0,0,307,80,,33,25,351,45,0,12,2017,0,0,0,0,1,0,0,0,0,38.0,0,2,3,
379,196.0,13,3.0,3,12.0,0,0,0,280,84,,17,6,245,26,0,12,2017,0,0,0,0,0,0,0,0,1,27.0,0,0,1,
380,227.0,28,4.0,3,4.0,0,0,0,307,80,,17,6,245,26,0,12,2017,0,0,0,0,0,0,0,0,0,27.0,0,0,1,
381,434.0,28,0.0,3,0.0,0,0,0,515,81,,27,-5,434,33,0,12,2017,0,0,0,0,0,0,0,0,0,35.0,0,0,5,
382,434.0,28,0.0,0,0.0,0,0,0,515,81,,20,0,179,27,0,12,2017,0,0,0,0,0,0,0,0,0,3.0,0,2,0,
383,154.0,35,3.0,3,3.0,0,0,1,299,145,,19,28,307,36,0,12,2017,0,0,0,0,0,0,0,0,0,31.0,0,0,2,
384,154.0,35,3.0,0,3.0,0,0,0,299,145,,11,28,168,28,0,12,2017,0,0,1,0,0,1,0,0,0,16.0,0,0,9,
385,272.0,30,2.0,2,6.0,0,0,0,408,136,,21,20,282,30,0,12,2017,0,0,1,0,0,0,0,2,0,31.0,0,0,7,
386,272.0,30,2.0,2,6.0,0,0,1,408,136,,20,0,250,35,0,12,2017,0,0,0,0,0,0,0,2,0,19.0,0,1,1,
387,154.0,17,7.0,4,17.0,1,0,1,221,67,,18,-4,227,28,0,12,2017,0,0,0,0,0,0,0,0,2,30.0,0,1,5,
388,154.0,17,7.0,1,17.0,1,0,0,221,67,,23,9,215,34,0,12,2017,0,0,0,0,0,0,0,0,2,10.0,0,2,2,
389,134.0,3,2.0,3,16.0,0,0,0,140,6,,23,29,227,36,0,12,2017,0,0,0,0,0,0,0,0,2,29.0,0,0,5,
390,134.0,3,2.0,0,16.0,0,0,0,140,6,,17,12,147,33,0,12,2017,0,0,0,0,0,0,0,0,2,2.0,0,2,4,
391,134.0,3,2.0,0,16.0,0,0,1,140,6,,3,-3,21,3,0,12,2017,0,0,0,0,0,0,0,0,2,-1.0,0,0,4,
392,228.0,24,0.0,2,3.0,0,0,0,318,90,,20,25,228,34,0,12,2017,0,0,1,0,0,0,0,0,1,27.0,0,1,7,
393,228.0,24,0.0,0,3.0,0,0,0,318,90,,22,21,201,38,0,12,2017,0,0,0,0,0,0,0,0,1,8.0,0,1,6,
394,228.0,24,0.0,1,3.0,0,0,0,318,90,,2,4,18,2,0,12,2017,0,0,0,0,0,0,0,0,1,6.0,0,0,1,
395,223.0,20,3.0,2,7.0,0,0,0,346,123,,28,-3,354,43,0,12,2017,0,0,0,0,0,0,0,0,0,24.0,0,1,3,
396,223.0,20,3.0,1,7.0,0,0,0,346,123,,22,5,246,32,0,12,2017,0,0,0,0,0,0,0,0,0,15.0,0,0,1,
397,236.0,16,4.0,2,8.0,0,0,0,405,169,,18,26,214,28,0,12,2017,0,0,0,0,0,0,0,0,0,22.0,0,0,4,
398,236.0,16,4.0,0,8.0,0,0,0,405,169,,18,39,268,31,0,12,2017,0,0,1,0,0,0,0,0,0,19.0,0,0,9,
399,236.0,16,4.0,0,8.0,0,0,0,405,169,,0,0,0,1,0,12,2017,0,0,0,0,0,0,0,0,0,0.0,0,0,0,
400,128.0,24,3.0,0,10.0,2,0,0,219,91,,19,62,160,33,0,12,2017,0,0,2,0,0,0,0,0,1,22.0,0,1,6,
401,128.0,24,3.0,2,10.0,2,0,1,219,91,,22,17,241,38,0,12,2017,0,0,0,0,1,0,0,0,1,21.0,0,1,6,
402,160.0,14,5.0,2,11.0,0,0,1,216,56,,18,-3,253,24,0,12,2017,0,0,0,0,0,0,0,0,1,21.0,0,0,3,
403,160.0,14,5.0,2,11.0,0,0,0,216,56,,11,9,149,21,0,12,2017,0,0,0,0,0,0,0,0,1,17.0,0,0,2,
404,160.0,14,5.0,0,11.0,0,0,0,216,56,,9,17,41,14,0,12,2017,0,0,0,0,0,0,0,0,1,0.0,0,1,2,
405,86.0,10,4.0,2,13.0,0,0,0,170,84,,19,4,242,31,0,12,2017,0,0,0,0,0,0,0,0,1,19.0,0,1,3,
406,86.0,10,4.0,0,13.0,0,0,0,170,84,,13,-1,113,27,0,12,2017,0,0,0,0,0,0,0,0,1,2.0,0,1,1,
407,279.0,20,1.0,1,5.0,0,0,0,373,94,,26,1,317,35,0,12,2017,0,0,0,0,0,0,0,0,0,18.0,0,0,1,
408,279.0,20,1.0,0,5.0,0,0,0,373,94,,27,20,283,44,0,12,2017,0,0,0,0,0,0,0,0,0,13.0,0,0,2,
409,164.0,16,2.0,1,6.0,0,0,0,268,104,,19,27,183,29,0,12,2017,0,0,0,0,0,0,0,0,0,15.0,0,0,9,
410,164.0,16,2.0,1,6.0,0,0,0,268,104,,23,35,199,36,0,12,2017,0,0,0,0,0,0,0,0,0,14.0,0,1,5,
411,184.0,20,0.0,1,8.0,0,0,0,276,92,,17,4,184,25,0,12,2017,0,0,0,0,0,0,0,0,2,9.0,0,2,3,
412,184.0,20,0.0,0,8.0,0,0,1,276,92,,17,16,196,29,0,12,2017,0,0,0,0,0,0,0,0,2,7.0,0,0,3,
413,237.0,16,2.0,0,12.0,1,0,0,303,66,,20,42,141,32,0,12,2017,0,0,0,0,0,0,0,0,2,9.0,0,0,6,
414,237.0,16,2.0,0,12.0,1,0,1,303,66,,22,0,252,37,0,12,2017,0,0,0,0,0,0,0,0,2,5.0,0,2,0,
415,362.0,31,2.0,4,2.0,0,0,0,474,112,,19,70,366,33,0,13,2017,0,0,0,0,0,0,0,0,0,45.0,0,0,1,
416,362.0,31,2.0,1,2.0,0,0,0,474,112,,26,19,331,36,0,13,2017,0,0,2,0,0,0,0,0,0,32.0,0,0,7,
417,327.0,10,3.0,3,14.0,1,0,0,425,98,,20,31,227,31,0,13,2017,0,0,0,0,0,0,0,0,1,30.0,0,0,6,
418,223.0,20,2.0,3,6.0,0,0,0,353,130,,20,31,227,31,0,13,2017,0,0,0,0,0,0,0,0,0,30.0,0,0,6,
419,327.0,10,3.0,1,14.0,1,0,1,425,98,,29,30,348,45,0,13,2017,0,0,0,0,0,0,0,0,1,19.0,0,1,6,
420,223.0,20,2.0,1,6.0,0,0,1,353,130,,29,30,348,45,0,13,2017,0,0,0,0,0,0,0,0,0,19.0,0,1,6,
421,149.0,10,4.0,2,15.0,0,0,0,290,141,,26,27,309,35,0,13,2017,0,0,0,0,1,0,0,0,2,28.0,0,0,3,
422,149.0,10,4.0,1,15.0,0,0,0,290,141,,21,36,174,36,0,13,2017,0,0,0,0,0,0,0,0,2,11.0,0,2,6,
423,167.0,21,2.0,2,5.0,1,0,0,279,112,,17,51,183,27,0,13,2017,0,0,0,0,0,0,0,0,0,24.0,0,0,6,
424,167.0,21,2.0,1,5.0,1,0,0,279,112,,25,-3,269,34,0,13,2017,0,0,0,0,0,0,0,0,0,16.0,0,0,4,
425,230.0,20,7.0,2,19.0,1,0,1,395,165,,21,18,270,32,0,13,2017,0,1,0,0,0,0,0,0,0,22.0,0,0,5,
426,230.0,20,7.0,0,19.0,1,0,0,395,165,,13,66,84,22,0,13,2017,0,1,0,0,0,0,0,0,0,7.0,0,1,7,
427,294.0,20,3.0,2,19.0,1,0,0,372,78,,23,-1,269,36,0,13,2017,0,1,0,0,0,0,0,0,2,22.0,0,0,1,
428,294.0,20,3.0,1,19.0,1,0,1,372,78,,24,2,292,29,0,13,2017,0,1,0,0,0,0,0,0,2,14.0,0,1,3,
429,294.0,20,3.0,0,19.0,1,0,0,372,78,,3,0,24,5,0,13,2017,0,1,0,0,0,0,0,0,2,-2.0,0,1,0,
430,282.0,23,1.0,2,4.0,0,0,0,374,92,,21,19,234,36,0,13,2017,0,0,0,0,0,0,0,0,1,22.0,0,0,2,
431,282.0,23,1.0,2,4.0,0,0,0,374,92,,24,4,290,40,0,13,2017,0,0,0,0,0,0,0,0,1,21.0,0,1,1,
432,207.0,14,2.0,2,6.0,0,0,0,312,105,,25,-1,227,30,0,13,2017,0,0,0,0,0,0,0,0,0,21.0,0,0,4,
433,207.0,14,2.0,0,6.0,0,0,0,312,105,,16,1,173,29,0,13,2017,0,0,0,0,0,0,0,0,0,6.0,0,0,1,
434,331.0,13,4.0,1,13.0,0,0,0,384,53,,15,23,150,23,0,13,2017,0,0,1,0,0,0,0,0,1,20.0,0,0,3,
435,331.0,13,4.0,1,13.0,0,0,0,384,53,,31,-1,365,49,0,13,2017,0,0,0,0,0,0,0,0,1,18.0,0,1,1,
436,202.0,10,3.0,1,14.0,1,0,0,291,89,,31,-2,344,43,0,13,2017,0,0,0,0,0,0,0,0,1,19.0,0,0,2,
437,202.0,10,3.0,1,14.0,1,0,1,291,89,,15,46,215,32,0,13,2017,0,0,0,0,0,0,0,0,1,15.0,0,1,5,
438,224.0,14,4.0,2,22.0,2,0,0,280,56,,11,28,102,22,0,13,2017,0,1,0,0,0,0,0,0,2,18.0,0,0,5,
439,224.0,14,4.0,2,22.0,2,0,1,280,56,,26,6,251,37,0,13,2017,0,1,0,0,0,0,0,0,2,17.0,0,2,3,
440,213.0,32,1.0,2,3.0,0,0,0,303,90,,21,2,220,31,0,13,2017,0,0,0,0,0,0,0,0,1,18.0,0,1,1,
441,213.0,32,1.0,1,3.0,0,0,0,303,90,,18,12,221,32,0,13,2017,0,0,0,0,0,0,0,0,1,11.0,0,2,4,
442,167.0,9,3.0,2,28.0,0,0,0,270,103,,18,1,235,31,2,13,2017,0,1,0,0,0,0,0,1,3,17.0,0,2,1,
443,167.0,9,3.0,0,28.0,0,0,0,270,103,,19,16,200,41,2,13,2017,0,1,0,0,0,0,0,1,3,3.0,0,3,3,
444,167.0,9,3.0,0,28.0,0,0,0,270,103,,0,0,0,1,2,13,2017,0,1,0,0,0,0,0,1,3,0.0,0,0,0,
445,200.0,17,3.0,1,11.0,2,0,0,265,65,,22,-1,287,36,0,13,2017,0,0,0,0,0,0,0,0,0,17.0,0,0,1,
446,200.0,17,3.0,1,11.0,2,0,2,265,65,,21,13,212,34,0,13,2017,0,0,0,0,0,0,0,0,0,13.0,0,0,3,
447,278.0,15,2.0,1,14.0,0,0,0,388,110,,12,19,102,15,0,13,2017,0,1,0,0,0,0,0,0,1,11.0,0,0,4,
448,278.0,15,2.0,0,14.0,0,0,0,388,110,,26,8,293,37,0,13,2017,0,1,0,0,0,0,0,0,1,9.0,0,1,4,
449,244.0,23,3.0,0,6.0,0,0,0,435,191,,21,0,258,30,0,13,2017,0,0,0,0,0,0,0,0,1,8.0,0,1,0,
450,244.0,23,3.0,0,6.0,0,0,0,435,191,,9,32,65,18,0,13,2017,0,0,0,0,0,0,0,0,1,3.0,0,1,3,
451,244.0,23,3.0,0,6.0,0,0,0,435,191,,0,27,0,1,0,13,2017,0,0,0,0,0,0,0,0,1,2.0,0,0,3,
452,244.0,23,3.0,0,6.0,0,0,0,435,191,,6,9,50,15,0,13,2017,0,0,0,0,0,0,0,0,1,2.0,0,0,1,
453,244.0,23,3.0,0,6.0,0,0,0,435,191,,0,-2,0,0,0,13,2017,0,0,0,0,0,0,0,0,1,0.0,0,0,2,
